z_score,probability,probability_2
-3.63,0.980582077,0.045178159
-3.62,0.980121606,0.046047162
-3.61,0.979652328,0.046927809
-3.6,0.979174126,0.047820143
-3.59,0.978686885,0.048724203
-3.58,0.978190484,0.049640026
-3.57,0.977684808,0.050567646
-3.56,0.977169737,0.051507096
-3.55,0.976645153,0.052458404
-3.54,0.976110938,0.053421597
-3.53,0.975566971,0.0543967
-3.52,0.975013134,0.055383733
-3.51,0.974449307,0.056382715
-3.5,0.97387537,0.057393661
-3.49,0.973291204,0.058416584
-3.48,0.97269669,0.059451494
-3.47,0.972091706,0.060498397
-3.46,0.971476133,0.061557297
-3.45,0.970849851,0.062628194
-3.44,0.970212741,0.063711087
-3.43,0.969564681,0.06480597
-3.42,0.968905553,0.065912833
-3.41,0.968235236,0.067031665
-3.4,0.967553612,0.068162451
-3.39,0.966860561,0.069305172
-3.38,0.966155963,0.070459806
-3.37,0.9654397,0.071626329
-3.36,0.964711653,0.072804711
-3.35,0.963971704,0.073994921
-3.34,0.963219735,0.075196924
-3.33,0.962455628,0.076410679
-3.32,0.961679267,0.077636146
-3.31,0.960890534,0.078873279
-3.3,0.960089314,0.080122027
-3.29,0.959275491,0.081382338
-3.28,0.95844895,0.082654156
-3.27,0.957609576,0.083937421
-3.26,0.956757255,0.085232067
-3.25,0.955891875,0.08653803
-3.24,0.955013323,0.087855236
-3.23,0.954121487,0.089183612
-3.22,0.953216257,0.090523079
-3.21,0.952297521,0.091873555
-3.2,0.951365172,0.093234954
-3.19,0.9504191,0.094607187
-3.18,0.949459199,0.095990161
-3.17,0.948485362,0.097383778
-3.16,0.947497482,0.098787939
-3.15,0.946495457,0.100202538
-3.14,0.945479183,0.101627468
-3.13,0.944448557,0.103062616
-3.12,0.943403479,0.104507867
-3.11,0.942343848,0.105963103
-3.1,0.941269566,0.107428199
-3.09,0.940180536,0.108903029
-3.08,0.939076662,0.110387462
-3.07,0.937957849,0.111881365
-3.06,0.936824003,0.1133846
-3.05,0.935675033,0.114897025
-3.04,0.934510848,0.116418495
-3.03,0.93333136,0.117948862
-3.02,0.932136481,0.119487973
-3.01,0.930926124,0.121035671
-3,0.929700207,0.122591798
-2.99,0.928458645,0.124156191
-2.98,0.927201358,0.125728683
-2.97,0.925928268,0.127309103
-2.96,0.924639295,0.128897279
-2.95,0.923334365,0.130493033
-2.94,0.922013404,0.132096185
-2.93,0.920676339,0.133706551
-2.92,0.9193231,0.135323944
-2.91,0.917953618,0.136948173
-2.9,0.916567828,0.138579045
-2.89,0.915165665,0.140216363
-2.88,0.913747066,0.141859928
-2.87,0.912311971,0.143509535
-2.86,0.910860322,0.145164979
-2.85,0.909392062,0.14682605
-2.84,0.907907137,0.148492536
-2.83,0.906405495,0.150164221
-2.82,0.904887086,0.151840888
-2.81,0.903351864,0.153522314
-2.8,0.901799781,0.155208277
-2.79,0.900230796,0.15689855
-2.78,0.898644868,0.158592904
-2.77,0.897041957,0.160291106
-2.76,0.895422028,0.161992922
-2.75,0.893785047,0.163698116
-2.74,0.892130983,0.165406447
-2.73,0.890459807,0.167117675
-2.72,0.888771492,0.168831555
-2.71,0.887066014,0.17054784
-2.7,0.885343352,0.172266284
-2.69,0.883603486,0.173986633
-2.68,0.8818464,0.175708636
-2.67,0.88007208,0.177432038
-2.66,0.878280515,0.179156583
-2.65,0.876471695,0.180882012
-2.64,0.874645615,0.182608064
-2.63,0.872802271,0.184334478
-2.62,0.870941661,0.186060991
-2.61,0.869063788,0.187787337
-2.6,0.867168656,0.189513251
-2.59,0.865256272,0.191238463
-2.58,0.863326646,0.192962705
-2.57,0.861379789,0.194685706
-2.56,0.859415718,0.196407195
-2.55,0.857434449,0.1981269
-2.54,0.855436004,0.199844546
-2.53,0.853420406,0.201559858
-2.52,0.851387681,0.203272562
-2.51,0.849337858,0.204982382
-2.5,0.847270968,0.20668904
-2.49,0.845187046,0.208392259
-2.48,0.843086129,0.210091762
-2.47,0.840968257,0.21178727
-2.46,0.838833473,0.213478505
-2.45,0.836681821,0.215165187
-2.44,0.834513351,0.216847038
-2.43,0.832328114,0.218523779
-2.42,0.830126164,0.220195131
-2.41,0.827907556,0.221860814
-2.4,0.825672351,0.223520551
-2.39,0.823420611,0.225174062
-2.38,0.821152401,0.22682107
-2.37,0.818867789,0.228461297
-2.36,0.816566845,0.230094466
-2.35,0.814249642,0.2317203
-2.34,0.811916258,0.233338524
-2.33,0.80956677,0.234948862
-2.32,0.80720126,0.236551041
-2.31,0.804819813,0.238144788
-2.3,0.802422515,0.239729829
-2.29,0.800009457,0.241305895
-2.28,0.79758073,0.242872716
-2.27,0.795136431,0.244430023
-2.26,0.792676656,0.245977548
-2.25,0.790201506,0.247515028
-2.24,0.787711085,0.249042196
-2.23,0.785205498,0.250558792
-2.22,0.782684853,0.252064554
-2.21,0.780149261,0.253559223
-2.2,0.777598837,0.255042542
-2.19,0.775033695,0.256514257
-2.18,0.772453954,0.257974113
-2.17,0.769859736,0.259421861
-2.16,0.767251165,0.26085725
-2.15,0.764628365,0.262280035
-2.14,0.761991466,0.263689971
-2.13,0.759340599,0.265086816
-2.12,0.756675896,0.266470332
-2.11,0.753997494,0.267840281
-2.1,0.75130553,0.269196428
-2.09,0.748600146,0.270538544
-2.08,0.745881482,0.271866398
-2.07,0.743149685,0.273179765
-2.06,0.740404902,0.274478422
-2.05,0.737647281,0.275762149
-2.04,0.734876975,0.277030728
-2.03,0.732094136,0.278283945
-2.02,0.729298921,0.27952159
-2.01,0.726491487,0.280743455
-2,0.723671994,0.281949335
-1.99,0.720840605,0.283139029
-1.98,0.717997482,0.28431234
-1.97,0.715142792,0.285469073
-1.96,0.712276703,0.286609038
-1.95,0.709399383,0.287732047
-1.94,0.706511005,0.288837916
-1.93,0.703611741,0.289926466
-1.92,0.700701766,0.29099752
-1.91,0.697781258,0.292050906
-1.9,0.694850394,0.293086454
-1.89,0.691909355,0.294104
-1.88,0.688958322,0.295103382
-1.87,0.685997479,0.296084443
-1.86,0.683027009,0.297047029
-1.85,0.6800471,0.297990992
-1.84,0.677057939,0.298916186
-1.83,0.674059715,0.29982247
-1.82,0.671052619,0.300709706
-1.81,0.668036842,0.301577761
-1.8,0.665012578,0.302426507
-1.79,0.66198002,0.303255818
-1.78,0.658939365,0.304065574
-1.77,0.65589081,0.304855659
-1.76,0.652834551,0.305625959
-1.75,0.649770788,0.306376369
-1.74,0.646699721,0.307106783
-1.73,0.643621551,0.307817103
-1.72,0.640536479,0.308507234
-1.71,0.637444709,0.309177085
-1.7,0.634346444,0.309826569
-1.69,0.631241889,0.310455606
-1.68,0.628131249,0.311064117
-1.67,0.625014729,0.311652029
-1.66,0.621892538,0.312219273
-1.65,0.618764881,0.312765785
-1.64,0.615631966,0.313291505
-1.63,0.612494003,0.313796378
-1.62,0.609351201,0.314280352
-1.61,0.606203768,0.314743381
-1.6,0.603051914,0.315185422
-1.59,0.599895851,0.315606437
-1.58,0.596735788,0.316006393
-1.57,0.593571936,0.316385261
-1.56,0.590404507,0.316743015
-1.55,0.587233711,0.317079635
-1.54,0.584059761,0.317395105
-1.53,0.580882868,0.317689413
-1.52,0.577703243,0.317962553
-1.51,0.574521099,0.31821452
-1.5,0.571336647,0.318445317
-1.49,0.568150098,0.318654949
-1.48,0.564961665,0.318843425
-1.47,0.561771558,0.31901076
-1.46,0.558579989,0.319156971
-1.45,0.555387169,0.319282081
-1.44,0.552193309,0.319386117
-1.43,0.548998619,0.319469109
-1.42,0.545803308,0.319531091
-1.41,0.542607588,0.319572103
-1.4,0.539411667,0.319592189
-1.39,0.536215754,0.319591395
-1.38,0.533020057,0.319569772
-1.37,0.529824784,0.319527376
-1.36,0.526630143,0.319464265
-1.35,0.523436338,0.319380502
-1.34,0.520243578,0.319276154
-1.33,0.517052066,0.31915129
-1.32,0.513862007,0.319005984
-1.31,0.510673605,0.318840315
-1.3,0.507487062,0.318654364
-1.29,0.50430258,0.318448217
-1.28,0.501120362,0.318221964
-1.27,0.497940606,0.317975697
-1.26,0.494763511,0.317709512
-1.25,0.491589277,0.317423508
-1.24,0.4884181,0.317117788
-1.23,0.485250176,0.316792458
-1.22,0.482085701,0.316447629
-1.21,0.478924868,0.316083412
-1.2,0.475767869,0.315699925
-1.19,0.472614897,0.315297287
-1.18,0.469466142,0.314875619
-1.17,0.466321792,0.314435048
-1.16,0.463182036,0.313975701
-1.15,0.46004706,0.313497711
-1.14,0.456917049,0.313001213
-1.13,0.453792186,0.312486343
-1.12,0.450672654,0.311953242
-1.11,0.447558635,0.311402053
-1.1,0.444450306,0.310832922
-1.09,0.441347847,0.310245999
-1.08,0.438251434,0.309641434
-1.07,0.435161241,0.30901938
-1.06,0.432077442,0.308379992
-1.05,0.429000208,0.307723428
-1.04,0.425929711,0.30704985
-1.03,0.422866117,0.306359421
-1.02,0.419809595,0.305652307
-1.01,0.416760309,0.304928675
-1,0.413718423,0.304188694
-0.99,0.410684098,0.303432538
-0.98,0.407657495,0.30266038
-0.97,0.404638772,0.301872397
-0.96,0.401628085,0.301068763
-0.95,0.39862559,0.300249658
-0.94,0.395631438,0.299415265
-0.93,0.392645781,0.298565767
-0.92,0.389668768,0.297701347
-0.91,0.386700547,0.296822193
-0.9,0.383741263,0.295928492
-0.89,0.380791059,0.295020434
-0.88,0.377850078,0.294098211
-0.87,0.374918459,0.293162014
-0.86,0.371996339,0.292212036
-0.85,0.369083855,0.291248469
-0.84,0.366181141,0.290271512
-0.83,0.363288328,0.289281361
-0.82,0.360405547,0.288278213
-0.81,0.357532925,0.287262269
-0.8,0.354670588,0.286233728
-0.79,0.351818661,0.285192791
-0.78,0.348977265,0.284139662
-0.77,0.346146521,0.283074542
-0.76,0.343326545,0.281997632
-0.75,0.340517455,0.280909137
-0.74,0.337719363,0.279809262
-0.73,0.334932381,0.278698211
-0.72,0.33215662,0.277576191
-0.71,0.329392187,0.276443407
-0.7,0.326639187,0.275300066
-0.69,0.323897724,0.274146375
-0.68,0.321167899,0.272982542
-0.67,0.318449812,0.271808773
-0.66,0.31574356,0.270625274
-0.65,0.313049238,0.269432255
-0.64,0.31036694,0.268229921
-0.63,0.307696756,0.267018481
-0.62,0.305038775,0.265798142
-0.61,0.302393085,0.264569112
-0.6,0.29975977,0.263331599
-0.59,0.297138912,0.26208581
-0.58,0.294530593,0.260831952
-0.57,0.291934892,0.259570232
-0.56,0.289351884,0.258300855
-0.55,0.286781644,0.257024027
-0.54,0.284224245,0.255739955
-0.53,0.281679758,0.254448843
-0.52,0.279148249,0.253150896
-0.51,0.276629787,0.251846318
-0.5,0.274124434,0.250535312
-0.49,0.271632254,0.249218082
-0.48,0.269153307,0.247894829
-0.47,0.26668765,0.246565756
-0.46,0.26423534,0.245231062
-0.45,0.261796431,0.243890947
-0.44,0.259370976,0.242545611
-0.43,0.256959024,0.241195252
-0.42,0.254560624,0.239840066
-0.41,0.252175822,0.23848025
-0.4,0.249804663,0.237115999
-0.39,0.247447188,0.235747508
-0.38,0.245103439,0.23437497
-0.37,0.242773454,0.232998576
-0.36,0.240457269,0.231618518
-0.35,0.23815492,0.230234987
-0.34,0.235866439,0.228848169
-0.33,0.233591857,0.227458253
-0.32,0.231331203,0.226065424
-0.31,0.229084505,0.224669868
-0.3,0.226851788,0.223271768
-0.29,0.224633076,0.221871306
-0.28,0.22242839,0.220468661
-0.27,0.22023775,0.219064015
-0.26,0.218061175,0.217657545
-0.25,0.215898682,0.216249428
-0.24,0.213750284,0.214839839
-0.23,0.211615995,0.213428952
-0.22,0.209495826,0.212016937
-0.21,0.207389787,0.210603967
-0.2,0.205297886,0.209190208
-0.19,0.203220128,0.20777583
-0.18,0.201156518,0.206360995
-0.17,0.19910706,0.204945869
-0.16,0.197071755,0.203530616
-0.15,0.195050601,0.202115396
-0.14,0.193043598,0.200700368
-0.13,0.191050742,0.199285689
-0.12,0.189072027,0.197871514
-0.11,0.187107448,0.196457999
-0.1,0.185156995,0.195045294
-0.09,0.18322066,0.193633549
-0.08,0.181298432,0.192222913
-0.07,0.179390297,0.190813532
-0.06,0.177496242,0.189405553
-0.05,0.175616251,0.187999119
-0.04,0.173750308,0.186594372
-0.03,0.171898394,0.185191451
-0.02,0.17006049,0.183790494
-0.01,0.168236574,0.182391636
0,0.166426624,0.180995011
0.01,0.164630617,0.179600751
0.02,0.162848528,0.178208985
0.03,0.16108033,0.176819842
0.04,0.159325996,0.175433449
0.05,0.157585497,0.174049933
0.06,0.155858803,0.172669416
0.07,0.154145884,0.171292018
0.08,0.152446705,0.169917858
0.09,0.150761235,0.168547053
0.1,0.149089439,0.167179718
0.11,0.147431279,0.165815966
0.12,0.145786721,0.164455907
0.13,0.144155725,0.16309965
0.14,0.142538252,0.161747305
0.15,0.140934263,0.160398978
0.16,0.139343715,0.159054773
0.17,0.137766568,0.157714792
0.18,0.136202777,0.156379134
0.19,0.134652299,0.155047896
0.2,0.133115087,0.153721176
0.21,0.131591097,0.152399067
0.22,0.130080281,0.151081659
0.23,0.128582591,0.149769044
0.24,0.127097978,0.148461312
0.25,0.125626393,0.14715855
0.26,0.124167785,0.145860844
